-1	-1	1	
-1	-0.979798	0.989899	
-1	-0.959596	0.979798	
-1	-0.939394	0.969697	
-1	-0.919192	0.959596	
-1	-0.89899	0.949495	
-1	-0.878788	0.939394	
-1	-0.858586	0.929293	
-1	-0.838384	0.919192	
-1	-0.818182	0.909091	
-1	-0.79798	0.89899	
-1	-0.777778	0.888889	
-1	-0.757576	0.878788	
-1	-0.737374	0.868687	
-1	-0.717172	0.858586	
-1	-0.69697	0.848485	
-1	-0.676768	0.838384	
-1	-0.656566	0.828283	
-1	-0.636364	0.818182	
-1	-0.616162	0.808081	
-1	-0.59596	0.79798	
-1	-0.575758	0.787879	
-1	-0.555556	0.777778	
-1	-0.535354	0.767677	
-1	-0.515152	0.757576	
-1	-0.494949	0.747475	
-1	-0.474747	0.737374	
-1	-0.454545	0.727273	
-1	-0.434343	0.717172	
-1	-0.414141	0.707071	
-1	-0.393939	0.69697	
-1	-0.373737	0.686869	
-1	-0.353535	0.676768	
-1	-0.333333	0.666667	
-1	-0.313131	0.656566	
-1	-0.292929	0.646465	
-1	-0.272727	0.636364	
-1	-0.252525	0.626263	
-1	-0.232323	0.616162	
-1	-0.212121	0.606061	
-1	-0.191919	0.59596	
-1	-0.171717	0.585859	
-1	-0.151515	0.575758	
-1	-0.131313	0.565657	
-1	-0.111111	0.555556	
-1	-0.0909091	0.545455	
-1	-0.0707071	0.535354	
-1	-0.0505051	0.525253	
-1	-0.030303	0.515152	
-1	-0.010101	0.505051	
-1	0.010101	0.494949	
-1	0.030303	0.484848	
-1	0.0505051	0.474747	
-1	0.0707071	0.464646	
-1	0.0909091	0.454545	
-1	0.111111	0.444444	
-1	0.131313	0.434343	
-1	0.151515	0.424242	
-1	0.171717	0.414141	
-1	0.191919	0.40404	
-1	0.212121	0.393939	
-1	0.232323	0.383838	
-1	0.252525	0.373737	
-1	0.272727	0.363636	
-1	0.292929	0.353535	
-1	0.313131	0.343434	
-1	0.333333	0.333333	
-1	0.353535	0.323232	
-1	0.373737	0.313131	
-1	0.393939	0.30303	
-1	0.414141	0.292929	
-1	0.434343	0.282828	
-1	0.454545	0.272727	
-1	0.474747	0.262626	
-1	0.494949	0.252525	
-1	0.515152	0.242424	
-1	0.535354	0.232323	
-1	0.555556	0.222222	
-1	0.575758	0.212121	
-1	0.59596	0.20202	
-1	0.616162	0.191919	
-1	0.636364	0.181818	
-1	0.656566	0.171717	
-1	0.676768	0.161616	
