0	1	0	0	0	0	0	
0.001001	0.992008	0.00798396	8.01602e-06	0	0	0	
0.002002	0.984048	0.0159198	3.20641e-05	0	0	0	
0.003003	0.97612	0.0238076	7.21442e-05	0	0	0	
0.004004	0.968224	0.0316473	0.000128256	0	0	0	
0.00500501	0.960361	0.0394388	0.000200401	0	0	0	
0.00600601	0.952529	0.0471823	0.000288577	0	0	0	
0.00700701	0.94473	0.0548777	0.000392785	0	0	0	
0.00800801	0.936962	0.062525	0.000513026	0	0	0	
0.00900901	0.929227	0.0701242	0.000649298	0	0	0	
0.01001	0.921523	0.0776753	0.000801602	0	0	0	
0.011011	0.913852	0.0851783	0.000969939	0	0	0	
0.012012	0.906213	0.0926332	0.00115431	0	0	0	
0.013013	0.898605	0.10004	0.00135471	0	0	0	
0.014014	0.89103	0.107399	0.00157114	0	0	0	
0.015015	0.883487	0.114709	0.00180361	0	0	0	
0.016016	0.875976	0.121972	0.0020521	0	0	0	
0.017017	0.868497	0.129186	0.00231663	0	0	0	
0.018018	0.86105	0.136353	0.00259719	0	0	0	
0.019019	0.853635	0.143471	0.00289378	0	0	0	
0.02002	0.846253	0.150541	0.00320641	0	0	0	
0.021021	0.838902	0.157563	0.00353507	0	0	0	
0.022022	0.831583	0.164537	0.00387976	0	0	0	
0.023023	0.824297	0.171463	0.00424048	0	0	0	
0.024024	0.817042	0.178341	0.00461723	0	0	0	
0.025025	0.80982	0.18517	0.00501002	0	0	0	
0.026026	0.802629	0.191952	0.00541883	0	0	0	
0.027027	0.795471	0.198685	0.00584368	0	0	0	
0.028028	0.788345	0.205371	0.00628456	0	0	0	
0.029029	0.781251	0.212008	0.00674148	0	0	0	
0.03003	0.774189	0.218597	0.00721442	0	0	0	
0.031031	0.767159	0.225138	0.0077034	0	0	0	
0.032032	0.760161	0.231631	0.00820841	0	0	0	
0.033033	0.753195	0.238076	0.00872945	0	0	0	
0.034034	0.746261	0.244473	0.00926652	0	0	0	
0.035035	0.739359	0.250821	0.00981963	0	0	0	
0.036036	0.732489	0.257122	0.0103888	0	0	0	
0.037037	0.725652	0.263374	0.0109739	0	0	0	
0.038038	0.718846	0.269579	0.0115751	0	0	0	
0.039039	0.712072	0.275735	0.0121924	0	0	0	
0.04004	0.705331	0.281843	0.0128256	0	0	0	
0.041041	0.698622	0.287904	0.0134749	0	0	0	
0.042042	0.691944	0.293916	0.0141403	0	0	0	
0.043043	0.685299	0.299879	0.0148216	0	0	0	
0.044044	0.678686	0.305795	0.015519	0	0	0	
0.045045	0.672105	0.311663	0.0162324	0	0	0	
0.046046	0.665555	0.317483	0.0169619	0	0	0	
0.047047	0.659038	0.323254	0.0177074	0	0	0	
0.048048	0.652553	0.328978	0.0184689	0	0	0	
0.049049	0.646101	0.334653	0.0192465	0	0	0	
0.0500501	0.63968	0.34028	0.0200401	0	0	0	
0.0510511	0.633291	0.345859	0.0208497	0	0	0	
0.0520521	0.626934	0.35139	0.0216753	0	0	0	
0.0530531	0.62061	0.356873	0.022517	0	0	0	
0.0540541	0.614317	0.362308	0.0233747	0	0	0	
0.0550551	0.608057	0.367695	0.0242485	0	0	0	
0.0560561	0.601828	0.373034	0.0251383	0	0	0	
0.0570571	0.595632	0.378324	0.0260441	0	0	0	
0.0580581	0.589467	0.383567	0.0269659	0	0	0	
0.0590591	0.583335	0.388761	0.0279038	0	0	0	
0.0600601	0.577235	0.393907	0.0288577	0	0	0	
0.0610611	0.571167	0.399006	0.0298276	0	0	0	
0.0620621	0.565131	0.404056	0.0308136	0	0	0	
0.0630631	0.559127	0.409058	0.0318156	0	0	0	
0.0640641	0.553155	0.414012	0.0328336	0	0	0	
0.0650651	0.547215	0.418917	0.0338677	0	0	0	
0.0660661	0.541307	0.423775	0.0349178	0	0	0	
0.0670671	0.535431	0.428585	0.0359839	0	0	0	
0.0680681	0.529588	0.433346	0.0370661	0	0	0	
0.0690691	0.523776	0.43806	0.0381643	0	0	0	
0.0700701	0.517996	0.442725	0.0392785	0	0	0	
0.0710711	0.512249	0.447342	0.0404088	0	0	0	
0.0720721	0.506534	0.451911	0.0415551	0	0	0	
0.0730731	0.50085	0.456432	0.0427174	0	0	0	
0.0740741	0.495199	0.460905	0.0438957	0	0	0	
0.0750751	0.48958	0.46533	0.0450901	0	0	0	
0.0760761	0.483993	0.469707	0.0463006	0	0	0	
0.0770771	0.478437	0.474036	0.047527	0	0	0	
0.0780781	0.472914	0.478316	0.0487695	0	0	0	
0.0790791	0.467423	0.482549	0.050028	0	0	0	
0.0800801	0.461964	0.486733	0.0513026	0	0	0	
0.0810811	0.456538	0.490869	0.0525931	0	0	0	
0.0820821	0.451143	0.494957	0.0538997	0	0	0	
0.0830831	0.44578	0.498997	0.0552224	0	0	0	
0.0840841	0.440449	0.502989	0.0565611	0	0	0	
0.0850851	0.435151	0.506933	0.0579158	0	0	0	
0.0860861	0.429884	0.510829	0.0592865	0	0	0	
0.0870871	0.42465	0.514677	0.0606733	0	0	0	
0.0880881	0.419447	0.518476	0.0620761	0	0	0	
0.0890891	0.414277	0.522228	0.0634949	0	0	0	
0.0900901	0.409139	0.525931	0.0649298	0	0	0	
0.0910911	0.404033	0.529587	0.0663807	0	0	0	
0.0920921	0.398959	0.533194	0.0678476	0	0	0	
0.0930931	0.393916	0.536753	0.0693306	0	0	0	
0.0940941	0.388906	0.540264	0.0708296	0	0	0	
0.0950951	0.383928	0.543727	0.0723446	0	0	0	
0.0960961	0.378983	0.547142	0.0738757	0	0	0	
0.0970971	0.374069	0.550508	0.0754228	0	0	0	
